"Computer date","Tree ID","Date","Maple Species","Latitude","Longitude","Concrete","Habitat","Shade","Tree Circumference_in","Damage","Other Comments","Leaf Color","Leaves Dropping","Fruit","C16-D"
"10/22/2014 - 2:13pm",,"10/22/2014","Norway Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"insect damadge","none","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006416:00:00"
"10/22/2014 - 2:15pm",,"10/22/2014","Norway Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","Early:  Only a few ripe fruits are visible (less than 10%)","1006416:00:00"
"10/22/2014 - 2:15pm",,"10/22/2014","Norway Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"fungus dead limbs","Dave (our tree) is taller than the rest","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006416:00:00"
"10/22/2014 - 2:16pm",,"10/22/2014","Norway Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006416:00:00"
"10/22/2014 - 2:16pm",,"10/22/2014","Norway Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006416:00:00"
"10/22/2014 - 2:15pm",,"10/22/2014","Sugar Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"","jilly poo poo","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006416:00:00"
"10/22/2014 - 2:17pm",,"10/22/2014","Sugar Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"black spots on leaves","his name is CRAIGY JEFF !","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006416:00:00"
"10/22/2014 - 1:34pm",,"10/22/2014","Sugar Maple",,,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",,"Some top branches broken.","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006416:00:00"
"10/22/2014 - 1:34pm",,"10/22/2014","Sugar Maple",,,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",,"","we named our tree Fred","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006416:00:00"
"10/22/2014 - 1:34pm",,"10/22/2014","Sugar Maple",,,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006416:00:00"
"10/22/2014 - 1:35pm",,"10/22/2014","Sugar Maple",,,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",,"Broken/Missing Limbs","We named our tree Jeff","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006416:00:00"
"10/22/2014 - 1:35pm",,"10/22/2014","Sugar Maple",,,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",,"few limbs missing","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006416:00:00"
"10/22/2014 - 1:36pm",,"10/22/2014","Sugar Maple",,,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006416:00:00"
"10/23/2014 - 2:28pm",,"10/23/2014","Sugar Maple",,,"Yes","Home lawn","Open (more than 5hr per day of direct sun)",,"Central leader has died. ","it was a bright, sunny day","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006440:00:00"
"10/23/2014 - 8:49am",,"10/23/2014","Sugar Maple",,,"Yes","Home lawn","Open (more than 5hr per day of direct sun)",,"","lil timmy tree very small very wet","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006440:00:00"
"10/23/2014 - 3:28pm",,"10/23/2014","Sugar Maple",,,"Yes","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Open (more than 5hr per day of direct sun)",,"","billy bob is his name...it was a nice day when we went to check billy bob out.","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006440:00:00"
"10/24/2014 - 1:14pm",,"10/23/2014","Silver Maple",,,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",,"no","His name is Bobby","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006440:00:00"
"10/24/2014 - 1:13pm",,"10/24/2014","Red Maple",,,"Yes","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Open (more than 5hr per day of direct sun)",,"","We named our tree slivy.","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006464:00:00"
"10/24/2014 - 1:15pm",,"10/24/2014","Red Maple",,,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",,"There are some parts where the bark is spliting but no diseases.","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006464:00:00"
"10/24/2014 - 1:19pm",,"10/24/2014","Red Maple",,,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006464:00:00"
"10/24/2014 - 1:15pm",,"10/24/2014","Sugar Maple",,,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",,"","40% 13ft","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006464:00:00"
"10/24/2014 - 1:17pm",,"10/24/2014","Sugar Maple",,,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",,"none","Very small for a maple tree of it's kind.","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006464:00:00"
"10/29/2014 - 8:09am",,"10/29/2014","Sugar Maple",,,"Yes","Home lawn","Open (more than 5hr per day of direct sun)",,"","dave is the tallest tree out of them all","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006584:00:00"
"11/10/2014 - 7:50am",,"11/10/2014","Sugar Maple",,,"Yes","Home lawn","Open (more than 5hr per day of direct sun)",,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1006872:00:00"
"11/21/2014 - 8:37pm",,"11/21/2014","Sugar Maple",,,"Yes","Home lawn","Open (more than 5hr per day of direct sun)",,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1007136:00:00"
"08/05/2015 - 10:44am",,"8/5/2015","Sugar Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1013304:00:00"
"08/05/2015 - 10:55am",,"8/5/2015","Sugar Maple",,,"Yes","School lawn","Open (more than 5hr per day of direct sun)",,"None","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1013304:00:00"
"08/05/2015 - 10:49am",,"8/5/2015","Red Maple",,,"Yes","School paved area","Open (more than 5hr per day of direct sun)",,"Dead top","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1013304:00:00"
"08/05/2015 - 10:51am",,"8/5/2015","Norway Maple",,,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",,"a few smaller dead/broken branches","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1013304:00:00"
"08/05/2015 - 10:52am",,"8/5/2015","Red Maple",,,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",,"lichen","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1013304:00:00"
"08/05/2015 - 10:52am",,"8/5/2015","Red Maple",,,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",,"","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1013304:00:00"
"08/05/2015 - 10:49am",,"8/5/2015","Sugar Maple",,,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",,"Lichen living on the tree and fungi","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1013304:00:00"
"08/05/2015 - 10:54am",,"8/5/2015","Sugar Maple",,,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",,"Our tree has several white blotchy spots all over the branches and small moss gr","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1013304:00:00"
"08/05/2015 - 10:54am",,"8/5/2015","Sugar Maple",,,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",,"The trunk has some damage, a long groove of trunk missing as though it may have ","lil t","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1013304:00:00"
"08/05/2015 - 10:46am",,"8/5/2015","Sugar Maple",,,"Yes","School paved area","Partially Shaded (2-5hr per day of direct sun)",,"None","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1013304:00:00"
"08/05/2015 - 10:51am",,"8/8/2015","Norway Maple",,,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",,"few dead branches, missing some bark ","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1013376:00:00"
"10/02/2015 - 12:51pm",35,"9/2/2015","Sugar Maple",44.611436,-75.16954,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",37,"","","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1013976:00:00"
"09/04/2015 - 1:56pm",,"9/4/2015","Sugar Maple",44.592488,-75.159389,"Yes","School lawn","Open (more than 5hr per day of direct sun)",31,"None","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1014024:00:00"
"09/07/2015 - 8:13am",,"9/4/2015","Sugar Maple",44.591097,-75.164052,"Yes","School lawn","Open (more than 5hr per day of direct sun)",241,"large growth of some sort of fungi","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1014024:00:00"
"09/08/2015 - 10:33pm",,"9/5/2015","Sugar Maple",44.092890000000004,-76.01157,"Yes","Home lawn","Partially Shaded (2-5hr per day of direct sun)",43,"One dead limb towards the top ","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1014048:00:00"
